,id,created_at,updated_at,timestamp,sensor_id,sensor_value,isanalyzed,count,time_since_boot,status_bin
543,4756878,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:54:59.820579+00,45601,1,t,3727,-1719752777,1111111111111111
544,4756925,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:55:37.028944+00,11-0,0,t,3728,-1719715569,1111111111111110
545,4756960,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:55:50.789688+00,11-0,1,t,3729,-1719701808,1111111111111111
546,4756962,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:56:09.573379+00,45600,0,t,3730,-1719683024,1111111111101111
548,4756964,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:56:17.056886+00,45598,0,t,3731,-1719675541,1111111111101011
552,4756969,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:56:38.813901+00,45600,1,t,3732,-1719653784,1111111111111011
556,4757005,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:57:21.057074+00,11-0,0,t,3733,-1719611541,1111111111111010
558,4757039,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:57:30.254287+00,45598,1,t,3734,-1719602344,1111111111111110
563,4757063,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:15.952045+00,11-0,1,t,3735,-1719556646,1111111111111111
564,4757064,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:16.8399+00,45600,0,t,3736,-1719555758,1111111111101111
573,4757153,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:59:24.691848+00,45599,0,t,3737,-1719487906,1111111111100111
574,4757161,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:59:33.91016+00,45600,1,t,3738,-1719478688,1111111111110111
575,4757162,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:59:34.96021+00,45599,1,t,3739,-1719477638,1111111111111111
584,4757228,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:45.317641+00,45597,0,t,3740,-1719407280,1111111111111101
585,4757235,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:55.498805+00,45597,1,t,3741,-1719397099,1111111111111111
593,4757590,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:05:06.601253+00,45599,0,t,3742,-1719145997,1111111111110111
594,4757600,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:05:11.753519+00,11-0,0,t,3743,-1719140845,1111111111110110
595,4757615,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:05:16.93363+00,45599,1,t,3744,-1719135665,1111111111111110
597,4757676,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:05:54.008726+00,45597,0,t,3745,-1719098590,1111111111111100
598,4757709,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:04.16088+00,45597,1,t,3746,-1719088438,1111111111111110
599,4757710,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:04.27307+00,11-0,1,t,3747,-1719088326,1111111111111111
600,4757749,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:23.205917+00,45598,0,t,3748,-1719069393,1111111111111011
605,4757817,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:52.587364+00,45598,1,t,3749,-1719040011,1111111111111111
610,4758090,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:11:09.954175+00,45600,0,t,3750,-1718782645,1111111111101111
611,4758131,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:11:29.029173+00,45600,1,t,3751,-1718763570,1111111111111111
623,4758323,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:13:14.794052+00,45597,0,t,3752,-1718657805,1111111111111101
624,4758324,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:13:24.968229+00,45597,1,t,3753,-1718647631,1111111111111111
626,4758338,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:14:05.88231+00,45601,0,t,3754,-1718606717,1111111111011111
627,4758357,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:14:16.083544+00,45601,1,t,3755,-1718596516,1111111111111111
632,4758438,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:15:01.231696+00,45597,0,t,3756,-1718551368,1111111111111101
633,4758454,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:15:11.376141+00,45597,1,t,3757,-1718541223,1111111111111111
638,4758536,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:16:26.50812+00,45601,0,t,3758,-1718466091,1111111111011111
639,4758551,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:16:36.735394+00,45601,1,t,3759,-1718455864,1111111111111111
640,4758860,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:20:18.351262+00,45600,0,t,3760,-1718234248,1111111111101111
641,4758861,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:20:28.865756+00,45600,1,t,3761,-1718223734,1111111111111111
650,4759158,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:24:30.176412+00,45601,0,t,3762,-1717982424,1111111111011111
651,4759162,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:24:40.380672+00,45601,1,t,3763,-1717972219,1111111111111111
652,4759319,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:26:10.323736+00,11-0,0,t,3764,-1717882276,1111111111111110
653,4759329,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:26:24.220729+00,11-0,1,t,3765,-1717868380,1111111111111111
658,4759416,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:27:23.953525+00,11-0,0,t,3766,-1717808647,1111111111111110
659,4759452,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:27:40.377925+00,11-0,1,t,3767,-1717792222,1111111111111111
668,4759794,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:32:18.145051+00,45599,0,t,3768,-1717514456,1111111111110111
669,4759803,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:32:28.403318+00,45599,1,t,3769,-1717504197,1111111111111111
679,4760137,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:35:59.533805+00,45599,0,t,3770,-1717293067,1111111111110111
681,4760147,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:36:09.855065+00,45599,1,t,3771,-1717282746,1111111111111111
685,4760162,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:36:48.220506+00,45597,0,t,3772,-1717244381,1111111111111101
686,4760163,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:36:50.442705+00,11-0,0,t,3773,-1717242158,1111111111111100
687,4760180,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:36:58.349731+00,45597,1,t,3774,-1717234251,1111111111111110
689,4760262,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:37:33.693021+00,45599,0,t,3775,-1717198908,1111111111110110
690,4760303,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:37:43.981304+00,45599,1,t,3776,-1717188620,1111111111111110
691,4760308,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:37:45.710086+00,11-0,1,t,3777,-1717186891,1111111111111111
698,4762622,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:02:03.387793+00,45600,0,t,3778,-1715729215,1111111111101111
699,4762631,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:02:42.816205+00,45600,1,t,3779,-1715689787,1111111111111111
704,4762646,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:03:26.546109+00,45598,0,t,3780,-1715646057,1111111111111011
705,4762734,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:04:05.526172+00,45598,1,t,3781,-1715607077,1111111111111111
710,4762821,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:04:52.129863+00,11-0,0,t,3782,-1715560474,1111111111111110
711,4762852,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:05:08.417096+00,11-0,1,t,3783,-1715544186,1111111111111111
716,4766965,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:51:07.319914+00,11-0,0,t,3784,-1712785288,1111111111111110
717,4766992,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:51:25.888513+00,11-0,1,t,3785,-1712766719,1111111111111111
724,4767149,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:52:36.85053+00,45598,0,t,3787,-1712695757,1111111111101011
725,4767150,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:52:36.85053+00,45600,0,t,3787,-1712695757,1111111111101011
726,4767161,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:52:25.527178+00,45600,1,t,3786,-1712707080,1111111111111011
727,4767181,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:53:03.379133+00,45598,1,t,3788,-1712669228,1111111111101111
728,4767182,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:53:03.379133+00,45600,0,t,3788,-1712669228,1111111111101111
732,4767210,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:53:40.954725+00,11-0,0,t,3789,-1712631653,1111111111101110
734,4767216,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:53:49.986794+00,45600,1,t,3790,-1712622621,1111111111111110
739,4767241,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:54:38.576527+00,11-0,1,t,3791,-1712574031,1111111111111111
740,4767257,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:54:54.903823+00,45600,0,t,3792,-1712557704,1111111111101111
745,4767356,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:55:28.305317+00,45600,1,t,3793,-1712524303,1111111111111111
752,4767386,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:56:13.184171+00,45598,0,t,3794,-1712479424,1111111111111011
753,4767400,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:56:39.522601+00,11-0,0,t,3795,-1712453085,1111111111111010
754,4767437,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:56:51.145241+00,45598,1,t,3796,-1712441463,1111111111111110
759,4767518,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 01:57:38.255383+00,11-0,1,t,3797,-1712394353,1111111111111111
766,4770666,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 02:30:58.476727+00,45600,0,t,3798,-1710394138,1111111111101111
767,4770696,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 02:31:17.271193+00,45600,1,t,3799,-1710375340,1111111111111111
776,4775279,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 03:38:40.21183+00,45597,0,t,3800,-1706332405,1111111111111101
777,4775280,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 03:38:50.377919+00,45597,1,t,3801,-1706322238,1111111111111111
778,4809983,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:31:31.485936+00,11-0,0,t,3802,-1634761229,1111111111111110
779,4809984,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:31:37.209852+00,45598,0,t,3803,-1634755506,1111111111111010
780,4809985,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:31:41.776285+00,11-0,1,t,3804,-1634750939,1111111111111011
781,4809986,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:31:42.134816+00,45600,0,t,3805,-1634750581,1111111111101011
786,4810004,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:32:28.394981+00,45600,1,t,3806,-1634704321,1111111111111011
791,4810130,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:33:18.159778+00,45598,1,t,3807,-1634654556,1111111111111111
792,4810174,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:33:41.05001+00,45598,0,t,3808,-1634631666,1111111111111011
794,4810176,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:33:45.922614+00,45600,0,t,3809,-1634626793,1111111111101011
798,4810191,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:34:03.548216+00,45598,1,t,3810,-1634609167,1111111111101111
802,4810247,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:34:26.476142+00,45598,0,t,3811,-1634586239,1111111111101011
808,4810277,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:35:13.703482+00,45597,0,t,3812,-1634539012,1111111111101001
809,4810284,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:35:23.830618+00,45597,1,t,3813,-1634528885,1111111111101011
810,4810289,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:35:25.515272+00,45600,1,t,3814,-1634527200,1111111111111011
822,4810414,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:36:17.014877+00,45598,1,t,3815,-1634475701,1111111111111111
823,4810415,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:36:39.881742+00,45598,0,t,3816,-1634452834,1111111111111011
824,4810416,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:36:40.249149+00,45600,0,t,3817,-1634452467,1111111111101011
830,4810472,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:37:28.122053+00,45601,0,t,3818,-1634404594,1111111111001011
831,4810475,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:37:38.236196+00,45600,1,t,3819,-1634394480,1111111111011011
832,4810476,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:37:38.306322+00,45601,1,t,3820,-1634394410,1111111111111011
837,4810542,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:38:25.121167+00,45598,1,t,3821,-1634347595,1111111111111111
846,4811186,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:45:37.956587+00,45601,0,t,3822,-1633914760,1111111111011111
850,4811204,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:45:48.173893+00,45601,1,t,3823,-1633904543,1111111111111111
852,4811304,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:46:26.796431+00,45597,0,t,3824,-1633865920,1111111111111101
853,4811325,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:46:36.963586+00,45597,1,t,3825,-1633855753,1111111111111111
858,4811406,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:48:27.78971+00,45601,0,t,3826,-1633744927,1111111111011111
859,4811437,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:48:37.921912+00,45601,1,t,3827,-1633734795,1111111111111111
864,4811696,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:51:10.279292+00,45597,0,t,3828,-1633582438,1111111111111101
865,4811701,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:51:20.432485+00,45597,1,t,3829,-1633572284,1111111111111111
870,4811985,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:54:34.55583+00,45599,0,t,3830,-1633378161,1111111111110111
871,4811988,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:54:44.832115+00,45599,1,t,3831,-1633367885,1111111111111111
872,4811989,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:54:56.776165+00,45600,0,t,3832,-1633355941,1111111111101111
873,4811990,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:54:58.630995+00,11-0,0,t,3833,-1633354086,1111111111101110
874,4811996,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:55:06.287674+00,45600,1,t,3834,-1633346430,1111111111111110
879,4812087,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:55:53.662103+00,11-0,1,t,3835,-1633299055,1111111111111111
887,4812361,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:59:01.218963+00,11-0,0,t,3836,-1633111499,1111111111111110
889,4812481,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:59:36.867584+00,45601,0,t,3837,-1633075850,1111111111011110
890,4812488,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:59:46.955552+00,45601,1,t,3838,-1633065762,1111111111111110
891,4812489,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:59:50.285038+00,11-0,1,t,3839,-1633062433,1111111111111111
892,4812490,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 23:59:58.060654+00,45600,0,t,3840,-1633054657,1111111111101111
897,4812516,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:00:39.904663+00,45600,1,t,3841,-1633012813,1111111111111111
910,4812656,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:02:24.799764+00,45601,0,t,3842,-1632907918,1111111111011111
911,4812703,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:02:35.167081+00,45601,1,t,3843,-1632897551,1111111111111111
920,4812767,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:04:02.039116+00,45597,0,t,3844,-1632810679,1111111111111101
921,4812791,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:04:12.169269+00,45597,1,t,3845,-1632800549,1111111111111111
926,4812948,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:05:36.223395+00,45599,0,t,3846,-1632716495,1111111111110111
927,4812958,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:05:46.498688+00,45599,1,t,3847,-1632706219,1111111111111111
934,4813175,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:08:04.40782+00,45601,0,t,3848,-1632568311,1111111111011111
935,4813228,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:08:14.827236+00,45601,1,t,3849,-1632557891,1111111111111111
938,4813292,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:08:51.968364+00,45599,0,t,3850,-1632520750,1111111111110111
939,4813319,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:09:02.22586+00,45599,1,t,3851,-1632510493,1111111111111111
940,4813323,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:09:17.962347+00,45600,0,t,3852,-1632494756,1111111111101111
941,4813345,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:09:47.282781+00,45600,1,t,3853,-1632465436,1111111111111111
942,4813363,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:10:07.49011+00,45598,0,t,3854,-1632445228,1111111111111011
947,4813382,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:10:37.054678+00,45598,1,t,3855,-1632415664,1111111111111111
948,4813388,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:10:48.205905+00,11-0,0,t,3856,-1632404513,1111111111111110
953,4813403,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:11:25.762436+00,11-0,1,t,3857,-1632366956,1111111111111111
958,4813551,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:13:23.271087+00,45600,0,t,3858,-1632249448,1111111111101111
959,4813573,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:13:32.177112+00,11-0,0,t,3859,-1632240542,1111111111101110
960,4813607,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:13:49.564405+00,11-0,1,t,3860,-1632223154,1111111111101111
965,4813647,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:14:36.295228+00,45600,1,t,3861,-1632176424,1111111111111111
966,4813671,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:14:59.251213+00,45600,0,t,3862,-1632153468,1111111111101111
971,4813738,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:15:27.299381+00,45600,1,t,3863,-1632125420,1111111111111111
976,4813763,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:16:47.763865+00,45600,0,t,3864,-1632044955,1111111111101111
981,4813875,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:17:32.569838+00,45597,0,t,3865,-1632000149,1111111111101101
982,4813880,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:17:42.741935+00,45597,1,t,3866,-1631989977,1111111111101111
983,4813889,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:17:44.478725+00,45600,1,t,3867,-1631988240,1111111111111111
992,4813986,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:19:20.377805+00,11-0,0,t,3868,-1631892342,1111111111111110
993,4813987,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:19:23.48282+00,45601,0,t,3869,-1631889236,1111111111011110
994,4814006,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:19:33.855168+00,45601,1,t,3870,-1631878864,1111111111111110
995,4814020,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:19:36.950265+00,11-0,1,t,3871,-1631875769,1111111111111111
1004,4814296,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:22:41.3709+00,45599,0,t,3872,-1631691349,1111111111110111
1005,4814307,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:22:51.674201+00,45599,1,t,3873,-1631681045,1111111111111111
1006,4814530,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:25:06.06588+00,11-0,0,t,3874,-1631546654,1111111111111110
1007,4814550,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:25:37.726628+00,11-0,1,t,3875,-1631514993,1111111111111111
1014,4814767,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:27:26.230193+00,45598,0,t,3876,-1631406490,1111111111111011
1015,4814769,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:27:45.404445+00,45598,1,t,3877,-1631387316,1111111111111111
1024,4815090,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:31:38.566862+00,11-0,0,t,3878,-1631154153,1111111111111110
1025,4815147,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:32:11.378704+00,45601,0,t,3879,-1631121342,1111111111011110
1026,4815230,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:32:21.674868+00,45601,1,t,3880,-1631111045,1111111111111110
1027,4815233,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:32:24.848347+00,11-0,1,t,3881,-1631107872,1111111111111111
1032,4815530,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:35:13.15975+00,45598,0,t,3882,-1630939561,1111111111111011
1033,4815632,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:35:30.917578+00,45598,1,t,3883,-1630921803,1111111111111111
1044,4815722,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:36:47.19993+00,45601,0,t,3884,-1630845521,1111111111011111
1045,4815723,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:36:57.583313+00,45601,1,t,3885,-1630835137,1111111111111111
1046,4815736,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:37:17.557288+00,45598,0,t,3886,-1630815163,1111111111111011
1047,4815749,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:37:30.004752+00,45598,1,t,3887,-1630802716,1111111111111111
1052,4815923,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:39:45.598541+00,11-0,0,t,3888,-1630667122,1111111111111110
1053,4815947,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:40:02.115076+00,11-0,1,t,3889,-1630650606,1111111111111111
1062,4816198,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:42:24.692969+00,45599,0,t,3890,-1630508028,1111111111110111
1063,4816209,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-17 00:42:34.997184+00,45599,1,t,3891,-1630497724,1111111111111111
